Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.65,5,7,2,6,8,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,UX Designer,2,5,9,5,8,24
0.62,9,6,3,3,9,1,0,1,0,0,0,2,1,1,1,1,0,0,1,0,UX Designer,5,1,7,3,0,3
0.7,4,9,6,5,9,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,UX Designer,8,0,6,0,8,17
0.81,5,2,2,8,3,0,1,0,1,0,2,2,0,0,0,0,0,1,1,0,UX Designer,5,4,3,1,8,15
0.91,8,4,4,6,7,1,1,0,1,0,2,0,1,0,0,0,1,0,1,0,UX Designer,4,2,7,2,7,28
0.6,8,2,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,UX Designer,1,6,0,1,6,1
0.6,6,4,5,4,9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,UX Designer,4,3,7,4,7,1
0.77,5,9,3,5,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1,UX Designer,2,7,8,4,3,6
0.88,11,4,3,1,4,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,UX Designer,8,7,9,2,0,30
0.76,4,6,4,4,2,1,0,1,0,1,1,2,1,1,1,0,1,0,0,1,UX Designer,8,0,7,0,3,27
0.91,5,6,2,9,6,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,UX Designer,0,7,9,1,4,18
0.77,12,8,5,8,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,UX Designer,3,2,0,1,6,24
0.81,10,9,1,7,3,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,UX Designer,0,7,6,2,3,7
0.89,11,2,6,3,9,1,1,0,1,0,0,2,1,0,0,1,0,1,1,1,UX Designer,7,2,1,1,8,4
0.88,10,5,4,9,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,UX Designer,8,4,6,2,5,21
0.71,8,3,6,6,7,1,1,0,0,1,1,2,1,0,0,0,0,1,0,1,UX Designer,3,5,6,5,2,22
0.7,8,9,6,2,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,UX Designer,8,0,9,5,9,29
0.79,10,9,1,3,7,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,UX Designer,7,6,2,4,7,0
0.82,8,7,3,8,6,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,UX Designer,8,3,9,2,3,14
0.68,6,8,3,3,1,1,1,0,0,0,2,2,1,0,1,0,1,0,0,0,UX Designer,1,6,2,0,2,15
0.63,12,1,0,4,3,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,UX Designer,3,1,1,0,9,4
0.85,5,4,6,6,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,UX Designer,2,7,6,3,3,13
0.84,12,2,3,7,4,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,UX Designer,0,5,9,2,5,27
0.8,6,8,0,3,7,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,UX Designer,4,1,5,5,4,21
0.94,4,8,6,2,7,1,1,0,0,0,2,2,0,0,0,0,1,1,1,1,UX Designer,4,2,5,5,5,2
0.78,5,4,0,9,5,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,UX Designer,3,4,7,1,2,2
0.73,10,7,3,7,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,UX Designer,3,5,2,1,6,26
0.78,7,1,6,1,5,0,1,0,1,0,2,0,1,1,0,0,1,1,0,1,UX Designer,4,5,3,5,4,5
0.75,8,8,3,3,5,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,UX Designer,6,6,6,5,9,20
0.76,5,9,0,2,8,0,1,1,1,1,2,1,0,1,0,0,1,1,1,0,UX Designer,2,4,3,5,2,12
0.66,6,8,2,3,8,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,UX Designer,2,4,9,2,5,17
0.83,8,3,6,9,4,1,1,0,0,0,2,0,1,1,1,0,0,0,0,1,UX Designer,1,6,1,4,7,22
0.87,7,5,2,8,9,0,1,0,0,1,2,0,1,1,1,0,1,1,1,1,UX Designer,4,6,2,3,3,0
0.73,7,6,0,8,6,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,UX Designer,1,0,7,4,6,14
0.75,4,6,4,2,2,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,UX Designer,4,4,3,2,8,16
0.69,4,5,1,7,6,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,UX Designer,5,5,7,1,8,13
0.65,5,7,2,6,8,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,UX Designer,2,5,9,5,8,24
0.92,11,5,0,8,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,UX Designer,7,0,3,1,6,4
0.79,8,6,3,7,3,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,UX Designer,4,7,0,3,7,4
0.82,8,1,6,4,2,0,1,0,0,1,2,0,0,0,0,1,0,1,1,0,UX Designer,7,4,0,0,9,20
0.8,10,3,4,7,9,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,UX Designer,7,0,9,2,4,16
0.91,6,4,1,6,7,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UX Designer,5,4,9,0,7,27
0.88,9,5,1,8,5,0,0,0,0,1,2,1,0,0,0,1,1,0,1,1,UX Designer,2,6,3,5,3,15
0.66,4,3,5,9,8,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,UX Designer,6,1,9,5,9,10
0.86,7,8,6,3,7,0,1,1,1,0,1,2,1,0,0,1,1,1,1,1,UX Designer,5,6,0,5,8,13
0.82,4,1,5,5,8,0,0,1,1,0,2,0,1,1,1,0,1,1,1,1,UX Designer,4,2,8,1,2,14
0.89,5,3,1,5,5,1,1,1,1,0,2,0,1,1,1,0,1,1,0,1,UX Designer,1,7,9,2,4,6
0.71,9,8,4,4,1,0,0,0,1,0,2,1,1,0,1,1,0,0,1,1,UX Designer,6,0,3,3,7,16
0.91,9,2,2,2,1,0,1,0,1,0,2,2,0,1,0,1,1,0,1,0,UX Designer,1,5,9,1,3,16
0.63,12,6,3,8,6,1,1,1,1,1,2,0,0,1,1,1,1,1,0,0,UX Designer,4,1,7,0,1,30
0.69,11,4,3,5,8,1,0,0,1,1,2,1,0,0,0,0,1,0,1,1,UX Designer,7,6,6,4,5,26
0.67,7,7,2,1,7,1,1,1,1,0,2,0,1,0,0,1,1,0,0,1,UX Designer,0,6,3,5,1,11
0.93,4,3,4,6,1,1,1,1,0,1,2,1,0,0,0,1,0,1,1,0,UX Designer,2,0,1,3,1,28
0.86,4,6,3,5,8,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,UX Designer,1,7,1,5,2,26
0.94,9,5,5,2,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,UX Designer,4,3,8,1,8,16
0.66,6,4,5,9,5,1,1,0,1,1,1,2,0,1,1,0,1,0,1,0,UX Designer,2,4,9,1,0,27
0.89,12,5,6,5,7,1,1,1,1,0,2,2,1,0,0,0,1,0,1,0,UX Designer,8,4,3,3,9,14
0.71,11,9,5,5,9,1,1,0,1,1,2,0,1,1,1,0,0,0,0,1,UX Designer,1,6,9,3,7,30
0.85,7,5,2,9,7,1,1,1,1,1,1,2,1,1,1,0,0,1,1,0,UX Designer,5,3,6,0,1,24
0.73,7,8,4,7,7,1,1,0,0,0,1,2,0,0,1,1,1,1,1,0,UX Designer,7,0,0,2,7,26
0.88,9,5,1,8,5,0,0,0,0,1,2,1,0,0,0,1,1,0,1,1,UX Designer,2,6,3,5,3,15
0.66,8,5,6,6,7,0,0,0,1,0,2,1,1,0,1,0,1,1,1,1,UX Designer,2,1,1,1,0,27
0.85,8,3,6,9,7,0,1,0,1,1,1,2,1,1,0,1,0,1,1,0,UX Designer,5,4,8,5,7,1
0.68,12,2,0,1,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,UX Designer,4,6,4,4,2,14
0.9,5,2,4,8,7,0,0,1,0,1,2,0,1,1,1,1,1,0,0,0,UX Designer,6,3,1,0,5,18
0.71,5,7,4,8,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,UX Designer,1,3,8,2,7,22
0.67,5,9,0,8,8,1,1,0,1,0,2,0,1,1,1,0,1,1,0,0,UX Designer,3,2,1,5,6,27
0.87,6,7,2,8,9,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,UX Designer,8,4,3,0,8,27
0.81,12,8,0,2,6,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,UX Designer,8,4,4,0,2,6
0.74,7,6,5,3,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,UX Designer,7,1,2,1,7,27
0.72,10,7,3,1,3,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,UX Designer,4,6,0,2,9,21
0.79,12,1,1,1,3,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,UX Designer,5,3,4,2,9,1
0.94,12,5,6,4,3,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,UX Designer,0,3,8,4,0,1
0.89,9,6,3,1,7,1,1,0,1,0,2,2,1,1,0,0,0,1,1,0,UX Designer,2,3,7,2,8,24
0.64,6,7,6,5,5,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,UX Designer,7,0,6,5,7,17
0.85,5,4,6,6,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,UX Designer,2,7,6,3,3,13
0.67,10,9,4,6,7,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,UX Designer,0,1,5,2,5,13
0.73,8,4,3,5,3,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,UX Designer,3,2,6,2,2,12
0.71,11,9,5,5,9,1,1,0,1,1,2,0,1,1,1,0,0,0,0,1,UX Designer,1,6,9,3,7,30
0.72,4,3,0,5,8,0,1,0,0,1,2,0,1,0,1,1,1,1,1,1,UX Designer,4,1,3,2,7,25
0.82,10,4,5,8,4,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,UX Designer,5,2,1,4,5,21
0.76,10,5,0,7,9,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,UX Designer,6,4,8,3,1,22
0.71,11,3,2,3,8,0,0,1,0,0,2,2,0,1,1,0,1,0,1,0,UX Designer,6,0,7,3,9,14
0.83,11,5,3,3,7,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,UX Designer,2,1,8,5,5,13
0.73,7,9,4,8,9,0,0,1,0,0,0,2,0,1,1,0,1,1,1,0,UX Designer,3,2,3,0,3,12
0.87,8,5,4,4,9,0,1,1,1,1,1,2,1,0,1,0,1,0,0,1,UX Designer,6,1,3,3,4,3
0.64,10,5,1,6,1,1,1,1,0,0,2,2,0,0,1,0,1,0,1,0,UX Designer,1,0,0,3,8,24
0.76,10,5,0,7,9,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,UX Designer,6,4,8,3,1,22
0.7,6,9,4,4,2,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,UX Designer,5,1,7,1,3,0
0.73,7,6,0,8,6,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,UX Designer,1,0,7,4,6,14
0.84,8,9,5,5,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,UX Designer,7,5,5,3,1,8
0.8,10,3,4,7,9,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,UX Designer,7,0,9,2,4,16
0.69,12,5,5,7,1,0,1,1,0,0,1,2,1,0,1,1,0,0,1,1,UX Designer,6,5,5,5,6,28
0.71,11,1,1,2,4,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,UX Designer,7,1,1,0,3,25
0.69,11,4,3,5,8,1,0,0,1,1,2,1,0,0,0,0,1,0,1,1,UX Designer,7,6,6,4,5,26
0.87,7,5,2,8,9,0,1,0,0,1,2,0,1,1,1,0,1,1,1,1,UX Designer,4,6,2,3,3,0
0.91,9,5,1,9,4,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,UX Designer,0,4,0,2,4,27
0.89,6,3,2,9,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,UX Designer,4,0,5,2,0,10
0.62,4,6,1,2,8,1,1,0,0,1,2,2,0,0,0,0,0,1,1,1,UX Designer,4,2,4,4,4,7
0.76,10,5,0,7,9,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,UX Designer,6,4,8,3,1,22
0.62,10,6,5,4,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,UX Designer,8,6,1,0,8,22
0.89,10,9,0,1,9,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,UX Designer,6,5,3,2,6,27
0.91,12,5,5,6,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,UX Designer,5,2,1,3,5,8
0.91,4,9,2,2,7,0,0,0,1,0,2,2,0,0,0,0,1,0,1,1,UX Designer,0,1,0,5,9,11
0.89,12,1,0,6,6,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,UX Designer,2,0,2,5,8,4
0.88,11,4,5,8,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,UX Designer,8,3,3,4,3,25
0.81,9,5,2,2,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,UX Designer,8,6,5,1,6,19
0.62,4,2,1,2,3,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,UX Designer,6,7,0,3,6,3
0.74,5,5,5,5,8,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,UX Designer,0,1,1,4,8,22
0.67,9,1,2,5,2,0,1,0,1,0,2,2,0,0,0,0,0,1,0,1,UX Designer,8,2,6,0,7,10
0.79,10,6,6,8,4,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,UX Designer,5,6,0,3,8,28
0.78,5,6,4,9,3,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,UX Designer,2,2,7,4,4,13
0.82,4,4,0,2,1,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,UX Designer,1,1,1,3,1,16
0.82,11,8,0,7,2,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,UX Designer,7,2,3,3,5,4
0.93,7,2,5,1,2,0,0,0,0,1,2,1,0,1,1,1,0,0,0,1,UX Designer,4,5,4,4,7,16
0.72,4,5,0,5,3,0,1,0,0,0,1,2,1,1,0,1,0,1,1,0,UX Designer,0,2,2,4,2,27
0.69,9,7,3,1,9,0,1,0,1,1,2,1,1,1,1,0,0,1,1,0,UX Designer,1,6,3,5,7,24
0.65,9,4,4,2,6,1,0,0,1,0,2,1,0,0,1,0,0,1,1,1,UX Designer,4,2,6,0,7,28
0.84,10,5,4,7,3,0,1,0,0,0,2,1,1,1,1,0,0,1,1,0,UX Designer,0,7,7,5,8,20
0.63,5,3,6,3,1,1,1,0,1,0,2,0,1,1,0,1,0,0,1,0,UX Designer,1,6,7,5,4,18
0.79,7,8,2,5,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,UX Designer,2,7,4,2,2,15
0.66,8,8,0,6,6,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,UX Designer,2,1,4,4,8,21
0.78,4,6,4,8,7,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,UX Designer,4,2,9,3,2,24
0.72,6,2,3,3,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,UX Designer,6,2,4,2,6,19
0.65,4,2,6,3,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,UX Designer,8,5,7,4,5,22
0.75,5,3,3,7,8,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,UX Designer,5,4,2,3,0,13
0.83,10,2,1,8,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,UX Designer,8,7,4,0,5,0
0.73,7,8,4,7,7,1,1,0,0,0,1,2,0,0,1,1,1,1,1,0,UX Designer,7,0,0,2,7,26
0.72,4,3,0,5,8,0,1,0,0,1,2,0,1,0,1,1,1,1,1,1,UX Designer,4,1,3,2,7,25
0.94,11,6,2,7,2,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,UX Designer,7,2,1,0,4,21
0.76,5,4,1,2,7,1,1,0,0,1,2,0,1,1,0,1,0,0,0,1,UX Designer,1,5,9,0,7,18
0.85,7,3,5,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,UX Designer,2,6,4,2,0,22
0.64,6,6,2,4,4,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,UX Designer,0,7,3,3,8,5
0.71,10,2,0,7,6,0,1,1,0,0,2,1,1,0,0,0,1,1,0,1,UX Designer,4,2,2,1,8,24
0.91,10,5,2,8,6,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,UX Designer,4,4,6,0,6,13
0.71,4,9,6,1,7,1,0,1,1,1,2,1,1,1,1,0,1,1,1,0,UX Designer,8,6,6,3,8,0
0.93,8,3,3,9,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,UX Designer,1,3,4,3,4,29
0.81,5,5,3,3,9,0,1,1,1,1,0,2,1,1,0,0,0,1,1,1,UX Designer,4,6,3,1,1,23
0.66,8,8,0,6,6,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,UX Designer,2,1,4,4,8,21
0.72,7,9,4,6,4,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,UX Designer,2,7,2,4,8,7
0.63,5,3,3,7,9,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,UX Designer,2,4,8,5,8,18
0.88,7,9,1,7,5,1,1,0,1,0,0,2,1,1,1,0,1,1,0,1,UX Designer,1,3,0,0,5,11
0.94,10,9,5,1,5,1,0,1,0,1,2,1,1,0,1,1,0,1,0,1,UX Designer,4,2,3,0,3,30
0.94,12,1,2,1,1,0,1,1,1,0,1,2,0,1,0,1,0,1,1,0,UX Designer,5,2,3,0,8,19
0.93,7,9,5,8,7,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,UX Designer,4,3,8,1,2,11
0.83,11,3,3,6,2,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,UX Designer,8,0,3,5,4,7
0.79,10,8,6,6,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,UX Designer,3,3,6,3,3,11
0.83,6,4,3,6,9,1,0,0,1,0,2,2,0,0,0,0,1,1,1,1,UX Designer,8,4,0,3,1,5
0.63,12,2,4,7,2,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,UX Designer,7,0,2,1,1,14
0.7,7,4,5,5,7,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,UX Designer,7,0,2,0,8,3
0.74,7,6,5,3,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,UX Designer,7,1,2,1,7,27
0.67,7,1,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,UX Designer,5,6,6,1,5,9
0.73,9,4,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,UX Designer,0,2,2,4,1,13
0.85,5,4,6,6,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,UX Designer,2,7,6,3,3,13
0.85,10,4,0,9,5,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,UX Designer,5,2,2,3,2,4
0.85,8,1,3,2,3,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,UX Designer,8,5,9,2,2,3
0.67,11,6,3,7,5,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,UX Designer,4,1,4,1,8,2
0.66,4,3,5,9,8,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,UX Designer,6,1,9,5,9,10
0.64,8,9,0,6,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,UX Designer,5,7,0,4,7,19
0.67,7,7,6,8,3,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,UX Designer,2,3,6,0,4,4
0.72,11,2,5,2,5,0,1,1,1,1,2,2,1,0,0,1,0,1,0,1,UX Designer,4,3,8,3,6,4
0.79,6,1,0,5,2,0,1,1,1,1,1,2,0,1,0,0,1,0,1,0,UX Designer,7,5,0,4,1,30
0.71,11,9,5,5,9,1,1,0,1,1,2,0,1,1,1,0,0,0,0,1,UX Designer,1,6,9,3,7,30
0.9,6,1,3,8,4,1,1,1,0,0,0,2,1,1,0,1,1,1,1,1,UX Designer,5,0,7,2,3,2
0.94,4,9,2,3,6,0,1,0,0,1,2,0,1,0,0,1,0,0,1,1,UX Designer,7,7,2,4,6,19
0.79,4,4,1,3,5,0,0,0,0,1,2,0,1,0,0,1,1,0,0,1,UX Designer,4,2,9,2,6,3
0.72,4,5,0,5,3,0,1,0,0,0,1,2,1,1,0,1,0,1,1,0,UX Designer,0,2,2,4,2,27
0.78,7,1,6,1,5,0,1,0,1,0,2,0,1,1,0,0,1,1,0,1,UX Designer,4,5,3,5,4,5
0.66,7,3,3,9,8,0,1,0,0,1,2,1,1,1,0,0,1,1,1,0,UX Designer,0,3,9,2,0,13
0.86,11,1,4,6,3,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,UX Designer,8,3,0,2,2,11
0.91,5,1,3,7,8,1,0,0,1,1,2,1,1,0,0,1,0,1,1,0,UX Designer,8,1,0,4,2,13
0.82,5,7,2,8,7,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,UX Designer,8,0,1,4,2,7
0.82,7,8,4,4,3,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,UX Designer,8,7,8,5,1,13
0.78,5,2,6,9,7,0,0,0,0,0,2,2,1,1,0,0,0,1,0,1,UX Designer,0,0,3,0,0,4
0.74,11,9,6,8,8,1,0,1,0,1,0,2,0,1,1,1,0,1,1,0,UX Designer,0,1,0,4,9,27
0.71,8,7,4,1,9,1,0,1,0,0,2,2,0,1,1,0,1,0,0,1,UX Designer,4,3,0,0,3,3
0.93,6,4,4,2,3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,UX Designer,2,4,2,5,8,12
0.93,6,4,4,2,3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,UX Designer,2,4,2,5,8,12
0.81,11,7,3,3,3,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,UX Designer,8,3,1,0,5,13
0.83,11,3,3,6,2,1,0,1,0,1,2,0,1,0,0,0,1,0,0,0,UX Designer,8,0,3,5,4,7
0.92,7,4,3,6,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,UX Designer,1,3,5,2,2,11
0.83,11,1,2,1,5,1,1,1,0,0,2,0,1,0,1,0,1,1,0,1,UX Designer,8,5,9,4,4,12
0.68,5,6,6,6,2,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,UX Designer,8,6,1,3,6,12
0.9,6,2,6,9,6,1,0,1,0,1,2,0,1,1,1,1,1,1,1,1,UX Designer,8,5,7,5,6,20
0.72,10,7,3,1,3,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,UX Designer,4,6,0,2,9,21
0.93,10,7,1,3,4,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,UX Designer,8,7,9,3,1,4
0.77,11,9,6,8,6,1,1,0,1,1,2,1,1,1,0,1,0,0,0,0,UX Designer,1,7,8,3,5,15
0.93,8,3,3,9,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,UX Designer,1,3,4,3,4,29
0.65,10,7,2,2,3,0,1,0,1,0,2,2,1,0,0,1,1,0,0,0,UX Designer,6,3,3,0,1,20
0.63,11,4,1,4,3,0,1,0,1,0,2,0,1,0,0,0,1,1,0,1,UX Designer,1,2,8,3,5,20
0.89,10,8,0,7,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,UX Designer,0,1,6,4,0,23
0.82,8,1,1,5,7,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,UX Designer,5,5,2,4,3,0
0.83,6,9,3,5,3,1,0,1,1,1,1,2,0,1,1,0,0,0,1,0,UX Designer,0,5,2,1,8,14
0.69,8,3,5,5,1,0,1,0,1,0,2,2,0,1,1,1,0,1,1,0,UX Designer,0,3,8,0,8,7
0.89,9,6,3,1,7,1,1,0,1,0,2,2,1,1,0,0,0,1,1,0,UX Designer,2,3,7,2,8,24
0.93,12,8,5,5,6,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,UX Designer,3,6,3,4,8,14
0.67,7,1,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,UX Designer,5,6,6,1,5,9
0.9,11,1,0,7,6,1,1,1,0,1,2,2,1,0,1,0,1,1,0,0,UX Designer,8,6,5,3,6,20
0.83,11,5,3,3,7,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,UX Designer,2,1,8,5,5,13
0.91,10,5,2,8,6,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,UX Designer,4,4,6,0,6,13
0.67,4,5,2,1,3,0,0,0,0,0,2,0,0,1,0,1,1,1,1,0,UX Designer,5,4,1,2,7,15
0.85,9,2,6,7,2,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,UX Designer,6,7,1,0,4,14
0.92,4,5,6,2,2,1,0,1,0,0,2,2,1,1,1,0,1,0,0,1,UX Designer,6,7,8,5,8,7
0.74,12,5,2,2,7,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,UX Designer,2,2,5,4,8,9
0.88,5,3,0,4,1,0,1,1,0,0,2,2,0,0,1,0,1,1,0,0,UX Designer,6,4,4,2,9,20
0.82,6,9,1,2,4,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,UX Designer,4,5,1,0,9,11
0.84,10,1,5,2,8,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,UX Designer,0,3,9,1,6,16
0.74,6,3,0,2,9,1,1,0,1,1,2,2,0,1,1,0,1,1,1,1,UX Designer,2,6,8,3,3,7
0.71,11,1,1,2,4,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,UX Designer,7,1,1,0,3,25
0.65,4,3,3,3,7,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,UX Designer,0,6,8,1,0,13
0.67,5,7,6,6,1,1,0,0,1,1,2,1,0,1,1,1,1,1,0,0,UX Designer,3,2,3,5,9,15
0.88,10,9,5,6,7,0,0,0,0,1,2,0,1,1,1,1,1,1,1,1,UX Designer,8,6,4,1,2,6
0.61,10,1,6,4,9,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,UX Designer,2,2,5,3,5,1
0.7,8,9,6,2,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,UX Designer,8,0,9,5,9,29
0.62,9,6,3,3,9,1,0,1,0,0,0,2,1,1,1,1,0,0,1,0,UX Designer,5,1,7,3,0,3
0.81,4,5,5,6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,UX Designer,6,5,6,1,9,20
0.88,6,7,1,8,9,1,1,0,0,1,2,2,1,1,0,1,0,0,1,1,UX Designer,8,2,0,0,3,14
0.78,7,6,4,3,6,0,1,1,0,0,2,0,0,1,1,1,1,1,1,1,UX Designer,1,1,0,2,3,29
0.81,4,8,2,8,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,UX Designer,5,3,5,5,8,18
0.92,6,9,4,5,3,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,UX Designer,1,3,2,3,2,18
0.63,10,1,0,9,9,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,UX Designer,2,0,2,5,6,14
0.93,11,2,0,9,8,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,UX Designer,6,3,2,3,0,19
